name,descript,eval_link,topic,countries,evaluation_textbased,evaluation_tag,website
projekt Anna – Kinderhilfe Kaliningrad e.V.,"projekt Anna – Kinderhilfe Kaliningrad e.V. engagiert sich für benachteiligte Kinder, Jugendliche und Heranwachsende im Kaliningrader Gebiet. Der Verein möchte in dem russischen Gebiet insbesondere …",https://www.dzi.de/organisation/projekt-anna-kinderhilfe-kaliningrad-e-v/,"['Behindertenhilfe', 'Bildung', 'Einzelfallhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']",['Russische Föderation'],"projekt Anna – Kinderhilfe Kaliningrad e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.projekt-anna.de
ProLeben e.V.,,https://www.dzi.de/organisation/proleben-e-v/,[],[],Laut Abruf aus dem Vereinsregister des Amtsgerichts Friedberg (Hessen) ist der Verein seit dem 27.10.2014 erloschen.,DZI-Einschätzung: neutral,http://www.prolebenev.de
Quo Vadis Vereinte Jugend- und Altenhilfe e.V.,,https://www.dzi.de/organisation/quo-vadis-vereinte-jugend-und-altenhilfe-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Stuttgart ist der Verein durch Beschluss der Mitgliederversammlung vom 21.10.2012 aufgelöst.,DZI-Einschätzung: neutral,http://www.quo-vadis-ev.de
Rambazotti – internationaler Kinder- und Jugendcircus e.V.,"Der Verein betreibt den Circus „Rambazotti“, in dem Kinder und Jugendliche auftreten. Teil dieses pädagogischen Gesamtprojekts, das überwiegend als Zweckbetrieb geführt wird, sind wöchentliche Trainingsstunden, …",https://www.dzi.de/organisation/rambazotti-internationaler-kinder-und-jugendcircus-e-v/,"['Behindertenhilfe', 'Bildung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kultur', 'Sport']",['Deutschland'],"Rambazotti – internationaler Kinder- und Jugendcircus e.V., Kassel, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.rambazotti.de
Reiner Meutsch Stiftung – fly and help,"Die Reiner Meutsch Stiftung – fly and help engagiert sich in der Entwicklungszusammenarbeit. Sie unterstützt in verschiedenen Ländern vor allem Projekte, die sich für die …",https://www.dzi.de/organisation/reiner-meutsch-stiftung-fly-and-help/,"['Bildung', 'Entwicklungszusammenarbeit', 'Kinder- und Jugendhilfe']","['Argentinien', 'Äthiopien', 'Benin', 'Bolivien', 'Botsuana', 'Brasilien', 'Burkina Faso', 'Burundi', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Deutschland', 'Dominikanische Republik', 'Ecuador', 'Ghana', 'Guatemala', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Kambodscha', 'Kamerun', 'Kenia', 'Kolumbien', 'Kongo', 'Kuba', 'Laos', 'Liberia', 'Madagaskar', 'Malawi', 'Mali', 'Myanmar', 'Namibia', 'Nepal', 'Nicaragua', 'Niger', 'Nigeria', 'Peru', 'Philippinen', 'Ruanda', 'Salomonen', 'Sambia', 'Senegal', 'Sierra Leone', 'Simbabwe', 'Somalia', 'Sri Lanka', 'Südafrika', 'Sudan', 'Südsudan', 'Tansania', 'Togo', 'Tschad', 'Türkei', 'Uganda', 'Vietnam', 'Zentralafrikanische Republik']","Der Reiner Meutsch Stiftung – fly and help, Kroppach, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.fly-and-help.de
Renovabis e.V.,"Renovabis fördert Projekte in zahlreichen Ländern Mittel- und Osteuropas einschließlich der gesamten Russischen Föderation, der mittelasiatischen Republiken und der transkaukasischen Länder. Antragsteller sind zum Beispiel …",https://www.dzi.de/organisation/renovabis-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Religion', 'Ukraine-Nothilfe', 'Völkerverständigung']","['Albanien', 'Armenien', 'Aserbaidschan', 'Belarus', 'Bosnien und Herzegowina', 'Bulgarien', 'Estland', 'Georgien', 'Kasachstan', 'Kirgistan', 'Kosovo', 'Kroatien', 'Lettland', 'Litauen', 'Montenegro', 'Nordmazedonien', 'Polen', 'Republik Moldau', 'Rumänien', 'Russische Föderation', 'Serbien', 'Slowakei', 'Slowenien', 'Tadschikistan', 'Tschechische Republik', 'Turkmenistan', 'Ukraine', 'Ungarn', 'Usbekistan']","Renovabis e.V., Freising, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.renovabis.de
Reporter ohne Grenzen e.V.,Reporter ohne Grenzen ist der deutsche Zweig der 1985 in Frankreich gegründeten Organisation Reporters Sans Frontières. Das Netzwerk setzt sich weltweit für Meinungs- und Pressefreiheit …,https://www.dzi.de/organisation/reporter-ohne-grenzen-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Flüchtlingsfürsorge', 'Menschenrechte', 'Ukraine-Nothilfe']","['Brasilien', 'Deutschland', 'Mexiko', 'Ukraine']","Reporter ohne Grenzen e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.reporter-ohne-grenzen.de
Rettet den Regenwald e.V.,"Ein Schwerpunkt von Rettet den Regenwald e.V. ist die finanzielle Unterstützung von Umwelt-, Tierschutz- und Menschenrechtsorganisationen in Regenwaldländern, wie zum Beispiel in Indonesien, Westafrika, Malaysia …",https://www.dzi.de/organisation/rettet-den-regenwald-e-v/,"['Bildungs- und Kampagnenarbeit', 'Umwelt- und Naturschutz']",['weltweit'],Das Auskunftsverhalten des Vereins gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.regenwald.org
Rhein-Donau-Stiftung e.V.,"Die Tätigkeitsschwerpunkte der Rhein-Donau-Stiftung e.V. liegen in der Schulförderung von Kindern, der technischen, medizinischen und landwirtschaftlichen Berufsausbildung – insbesondere von Frauen – und der Förderung …",https://www.dzi.de/organisation/rhein-donau-stiftung-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Kinder- und Jugendhilfe', 'Religion', 'Völkerverständigung']","['Deutschland', 'Guatemala', 'Kenia', 'Kolumbien', 'Peru', 'Uganda']","Rhein-Donau-Stiftung e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.rhein-donau-stiftung.de
Rollstuhlfahrer in Not e.V.,,https://www.dzi.de/organisation/rollstuhlfahrer-in-not-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Bad Oeynhausen vom 16.02.2018 ist der Verein aufgelöst. Das Registerblatt wurde geschlossen.,DZI-Einschätzung: neutral,
ROTE NASEN Deutschland e.V. – Clowns im Krankenhaus,ROTE NASEN Deutschland e.V. unterstützt Menschen mit der Kraft des Humors und schenkt ihnen in Krisen neuen Mut und Lebensfreude. ROTE NASEN Clowns sind speziell …,https://www.dzi.de/organisation/rote-nasen-deutschland-e-v-clowns-im-krankenhaus/,"['Altenhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Anteil der Werbe- und Verwaltungsausgaben an den Gesamtausgaben ist im Geschäftsjahr 2019 nach DZI-Maßstab unvertretbar hoch („unvertretbar hoch“ = über 30%), was in diesem Fall auf die umfangreichen Werbeaktivitäten zur Spendengewinnung zurückzuführen ist.",DZI-Einschätzung: nicht förderungswürdig,http://www.rotenasen.de
Samaritan´s Purse e.V.,Samaritan’s Purse e.V. (ehemals Geschenke der Hoffnung e.V.) ist ein christliches Hilfswerk und Zweig der amerikanischen Organisation „Samaritan´s Purse“. Der Verein hat seine Wurzeln in …,https://www.dzi.de/organisation/samaritans-purse-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Religion', 'Ukraine-Nothilfe']","['Afghanistan', 'Belarus', 'Bulgarien', 'Demokratische Republik Kongo', 'Deutschland', 'Estland', 'Indien', 'Irak', 'Jemen', 'Kambodscha', 'Kroatien', 'Lettland', 'Liberia', 'Litauen', 'Montenegro', 'Myanmar', 'Nepal', 'Niger', 'Nordmazedonien', 'Pakistan', 'Philippinen', 'Polen', 'Rumänien', 'Serbien', 'Slowakei', 'Uganda', 'Ukraine', 'Ungarn']","	Samaritan´s Purse e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.die-samariter.org
Save the Children Deutschland e.V.,"Save the Children Deutschland e.V. ist der deutsche Zweig des 1919 in England gegründeten Kinderhilfswerks Save the Children, das sich weltweit insbesondere für das Wohlergehen …",https://www.dzi.de/organisation/save-the-children-deutschland-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe']","['Afghanistan', 'Äthiopien', 'Bangladesch', 'China', 'Demokratische Republik Kongo', 'El Salvador', 'Indien', 'Irak', 'Jemen', 'Jordanien', 'Jordanien', 'Kenia', 'Libanon', 'Mexiko', 'Myanmar', 'Palästinensische Gebiete', 'Philippinen', 'Somalia', 'Südsudan', 'Südsudan', 'Syrien', 'Tansania', 'Türkei', 'Uganda', 'Ukraine']","Save the Children Deutschland e.V., Berlin, wurde das Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.savethechildren.de
Schenke eine Ziege e.V.,"In Zusammenarbeit mit der in Uganda ansässigen Organisation ""Give a Goat - Africa"" unterstützt die Organisation Schenke eine Ziege e.V. Maßnahmen zur Verbesserung der Lebensqualität …",https://www.dzi.de/organisation/schenke-eine-ziege-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe']",['Uganda'],Schenke eine Ziege e.V. finanziert seine Arbeit in erster Linie aus Geldspenden.,DZI-Einschätzung: neutral,http://www.schenke-eine-ziege.de
Schulverein Uganda e.V.,,https://www.dzi.de/organisation/schulverein-uganda-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im April 2020, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.uganda-laden.de
Sea Shepherd Deutschland e.V.,"Sea Shepherd Deutschland e.V. wurde 2010 mit dem Ziel gegründet, die international bereits seit den 1970-er Jahren bestehende Sea Shepherd Conservation Society (SSCS) zu unterstützen. …",https://www.dzi.de/organisation/sea-shepherd-deutschland-e-v/,"['Bildungs- und Kampagnenarbeit', 'Umwelt- und Naturschutz']",[],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.sea-shepherd.de
Seniorenhilfe Nordrhein e.V.,,https://www.dzi.de/organisation/seniorenhilfe-nordrhein-e-v/,[],[],Dem DZI liegt zur Zeit keine zustellfähige Adresse der Seniorenhilfe Nordrhein e.V. vor. Laut Retourschreiben der Deutschen Post AG ist die Gesellschaft unter der uns zuletzt bekannten Adresse Am Gallberg 22 in 40629 Düsseldorf nicht zu ermitteln. Auch über das Vereinsregister des zuständigen Amtsgerichts Düsseldorf konnten wir keine aktuelle Postanschrift in Erfahrung bringen. Zudem ist dem DZI derzeit keine Internetadresse des Vereins bekannt.,DZI-Einschätzung: neutral,
Shelter Now Germany e.V.,"Der Verein fördert Projekte von Shelter Now Afghanistan in Afghanistan und unterstützt Flüchtlinge, vorwiegend Jesiden, im Nordirak. In weiten Teilen Afghanistans unterstützt Shelter Now Germany …",https://www.dzi.de/organisation/shelter-now-germany-e-v/,"['Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Völkerverständigung']","['Afghanistan', 'Irak', 'Usbekistan']","Shelter Now Germany e.V., Braunschweig, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.shelter.de
Siyabonga – Helfende Hände für Afrika e.V.,Siyabonga – Helfende Hände für Afrika e.V. ist in zwei Townships in KwaZulu-Natal an der Ostküste Südafrikas tätig. Der Verein unterstützt in Zusammenarbeit mit dem …,https://www.dzi.de/organisation/siyabonga-helfende-haende-fuer-afrika-e-v/,"['Aids', 'Bildung', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']",['Südafrika'],"Siyabonga – Helfende Hände für Afrika e.V., Ingolstadt, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.siyabonga.org
Solidaritätsdienst International e.V. (SODI),"Im Vordergrund der Arbeit von SODI steht die Stärkung der Selbstbestimmung von Menschen, die am Rande von Gesellschaften leben, diskriminiert werden und Ausbeutungsstrukturen ausgesetzt sind. …",https://www.dzi.de/organisation/solidaritaetsdienst-international-e-v-sodi/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Umwelt- und Naturschutz', 'Völkerverständigung']","['Albanien', 'Belarus', 'Burundi', 'Demokratische Republik Kongo', 'Deutschland', 'Indien', 'Kamerun', 'Laos', 'Mosambik', 'Namibia', 'Nepal', 'Nicaragua', 'Republik Moldau', 'Serbien', 'Südafrika', 'Ungarn', 'Usbekistan', 'Vietnam']","Dem Solidaritätsdienst International e.V. (SODI), Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.sodi.de
Sonnenstern e.V.,,https://www.dzi.de/organisation/sonnenstern-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Juni 2021, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.sonnenstern.org
SOS-Kinderdorf e.V.,"SOS Kinderdorf e.V. betreibt in Deutschland eine Vielzahl von SOS-Kinderdörfern, Jugendhilfeeinrichtungen (Wohngemeinschaften und ambulante Betreuung), Beratungszentren und Frühfördereinrichtungen, Ausbildungs- und Beschäftigungseinrichtungen, Mütterzentren sowie Dorfgemeinschaften und …",https://www.dzi.de/organisation/sos-kinderdorf-e-v/,"['Behindertenhilfe', 'Bildung', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Frauenförderung', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Ukraine-Nothilfe']","['Ägypten', 'Albanien', 'Angola', 'Äquatorialguinea', 'Argentinien', 'Armenien', 'Aserbaidschan', 'Äthiopien', 'Bangladesch', 'Belarus', 'Benin', 'Bolivien', 'Bosnien und Herzegowina', 'Botsuana', 'Brasilien', 'Bulgarien', 'Burkina Faso', 'Burundi', 'Chile', 'China', 'Costa Rica', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Deutschland', 'Dominikanische Republik', 'Dschibuti', 'Ecuador', 'El Salvador', 'Estland', 'Eswatini', 'Gambia', 'Georgien', 'Ghana', 'Griechenland', 'Guatemala', 'Guinea', 'Guinea-Bissau', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Israel', 'Jamaika', 'Jordanien', 'Kambodscha', 'Kamerun', 'Kap Verde', 'Kasachstan', 'Kenia', 'Kirgistan', 'Kolumbien', 'Kosovo', 'Kroatien', 'Laos', 'Lesotho', 'Lettland', 'Libanon', 'Liberia', 'Litauen', 'Madagaskar', 'Malawi', 'Mali', 'Marokko', 'Mauritius', 'Mexiko', 'Mongolei', 'Mosambik', 'Namibia', 'Nepal', 'Nicaragua', 'Niger', 'Nigeria', 'Nordmazedonien', 'Palästinensische Gebiete', 'Panama', 'Paraguay', 'Peru', 'Philippinen', 'Polen', 'Ruanda', 'Rumänien', 'Russische Föderation', 'Sambia', 'Senegal', 'Serbien', 'Sierra Leone', 'Simbabwe', 'Somalia', 'Sri Lanka', 'Südafrika', 'Sudan', 'Südsudan', 'Syrien', 'Tansania', 'Thailand', 'Togo', 'Tschad', 'Tschechische Republik', 'Tunesien', 'Uganda', 'Ukraine', 'Ungarn', 'Uruguay', 'Usbekistan', 'Venezuela', 'Vietnam', 'Zentralafrikanische Republik', 'Zypern']","SOS-Kinderdorf e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.sos-kinderdorf.de
SOS-Kinderdörfer weltweit Hermann-Gmeiner-Fonds Deutschland e.V.,"SOS-Kinderdörfer weltweit ist Teil der SOS-Kinderdorf-Gemeinschaft, die in 138 Ländern mehr als 2.800 Programme finanziert. Dazu gehören die mehr als 500 Kinderdörfer sowie hunderte Kinder- …",https://www.dzi.de/organisation/sos-kinderdoerfer-weltweit-hermann-gmeiner-fonds-deutschland-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Ukraine-Nothilfe']","['Ägypten', 'Albanien', 'Angola', 'Äquatorialguinea', 'Argentinien', 'Armenien', 'Aserbaidschan', 'Äthiopien', 'Bangladesch', 'Belarus', 'Benin', 'Bolivien', 'Bosnien und Herzegowina', 'Botsuana', 'Brasilien', 'Bulgarien', 'Burkina Faso', 'Burundi', 'Chile', 'China', 'Costa Rica', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Dominikanische Republik', 'Dschibuti', 'Ecuador', 'El Salvador', 'Estland', 'Eswatini', 'Gambia', 'Georgien', 'Ghana', 'Griechenland', 'Guatemala', 'Guinea', 'Guinea-Bissau', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Irak', 'Israel', 'Italien', 'Jamaika', 'Jordanien', 'Kambodscha', 'Kamerun', 'Kap Verde', 'Kasachstan', 'Kenia', 'Kirgistan', 'Kolumbien', 'Kosovo', 'Kroatien', 'Laos', 'Lesotho', 'Lettland', 'Libanon', 'Liberia', 'Litauen', 'Madagaskar', 'Malawi', 'Mali', 'Marokko', 'Mauritius', 'Mexiko', 'Mongolei', 'Mosambik', 'Namibia', 'Nepal', 'Nicaragua', 'Niger', 'Nigeria', 'Nordmazedonien', 'Pakistan', 'Palästinensische Gebiete', 'Panama', 'Paraguay', 'Peru', 'Philippinen', 'Polen', 'Ruanda', 'Rumänien', 'Russische Föderation', 'Sambia', 'Senegal', 'Serbien', 'Sierra Leone', 'Simbabwe', 'Somalia', 'Sri Lanka', 'Südafrika', 'Sudan', 'Südsudan', 'Syrien', 'Tansania', 'Thailand', 'Togo', 'Tschad', 'Tschechische Republik', 'Tunesien', 'Uganda', 'Ukraine', 'Ungarn', 'Uruguay', 'Usbekistan', 'Venezuela', 'Vietnam', 'Zentralafrikanische Republik', 'Zypern']","SOS-Kinderdörfer weltweit Hermann-Gmeiner-Fonds Deutschland e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.sos-kinderdoerfer.de
Sozialer Hilfsdienst für Jugend- & Altenhilfe e.V.,,https://www.dzi.de/organisation/sozialer-hilfsdienst-fuer-jugend-altenhilfe-e-v/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im August 2021, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spendenden konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.sozialerhilfsdienst.de
St. Josefs Indianer Hilfswerk e.V.,"Das St. Josefs Indianerhilfswerk e.V. unterhält selbst keine eigenen Projekte, sondern unterstützt die St. Joseph's Indian School in South Dakota, USA. Diese Internatsschule bietet jungen …",https://www.dzi.de/organisation/st-josefs-indianer-hilfswerk-e-v/,"['Bildung', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Religion']",['USA'],"Das DZI hat Beschwerden von Spenderinnen und Spendern zu Werbeschreiben des Vereins erhalten, denen von diesen als aufwendig empfundene Beigaben beigefügt waren. Nach Auffassung des DZI sind derartige aufwendig erscheinende Geschenke im Sinne einer sachlichen Spendenwerbung insbesondere dann problematisch, wenn sie ausdrücklich als Dank für die noch nicht geleistete Spende bestimmt sind und hierdurch auf Seiten des Spenders ein schlechtes Gewissen für den Fall geschürt wird, dass er keine Spende leistet. Diese Problematik ist bei den Beigaben des St. Josefs Indianer Hilfswerk e.V. gegeben. Weitere Beschwerden liegen dem DZI bezüglich der großen Anzahl der erhaltenen Werbeschreiben vor. Die Briefwerbung ist nach Auffassung des DZI insgesamt geeignet, den Spender in seiner unabhängigen, sachbezogenen Entscheidung zu behindern. ",DZI-Einschätzung: nicht förderungswürdig,http://www.stjosefs.de
Sternstunden e.V.,"Sternstunden e.V., die Benefizaktion des Bayerischen Rundfunks, unterstützt mit seinen Aktivitäten kranke, behinderte und in Not geratene Kinder und Jugendliche. Die Förderung konzentriert sich dabei …",https://www.dzi.de/organisation/sternstunden-e-v/,"['Katastrophenhilfe', 'Kinder- und Jugendhilfe']","['Deutschland', 'weltweit']","Sternstunden e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.sternstunden.de
Steyler Mission Gemeinnützige Gesellschaft für Auswärtige Missionen mit beschränkter Haftung,,https://www.dzi.de/organisation/steyler-mission-gemeinnuetzige-gesellschaft-fuer-auswaertige-missionen-mit-beschraenkter-haftung/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im Oktober 2022, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spendenden konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nur teilweise entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.steyler-mission.de
Stiftung Berliner Leben,"Die Stiftung Berliner Leben wurde durch die Gewobag Wohnungsbau-Aktiengesellschaft Berlin gegründet, um stabile nachbarschaftliche Strukturen, den sozialen Ausgleich und die Integration unterschiedlicher Bevölkerungsgruppen in den …",https://www.dzi.de/organisation/stiftung-berliner-leben/,"['Altenhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kultur', 'Sport']",['Deutschland'],"Der Stiftung Berliner Leben, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.stiftung-berliner-leben.de
Stiftung Bildung,"Ziel der Stiftung Bildung ist es, Bildungschancen für Kinder und Jugendliche zu verbessern. Dazu wirkt sie auf das bundesweite Netzwerk der Kita- und Schulfördervereine ein …",https://www.dzi.de/organisation/stiftung-bildung/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Stiftung Bildung, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.stiftungbildung.org
Stiftung der Deutschen Lions (SDL),"Die Stiftung der Deutschen Lions berät, begleitet, koordiniert und fördert nationale und internationale Projekte der Lions Clubs. Ein Großteil der Hilfe fließt in gemeinnützige Projekte …",https://www.dzi.de/organisation/stiftung-der-deutschen-lions-sdl/,"['Altenhilfe', 'Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Ukraine-Nothilfe', 'Umwelt- und Naturschutz', 'Völkerverständigung']","['Afghanistan', 'Äthiopien', 'Benin', 'Bolivien', 'Botsuana', 'Demokratische Republik Kongo', 'Deutschland', 'Guatemala', 'Guinea', 'Indien', 'Irak', 'Iran', 'Kambodscha', 'Kamerun', 'Kenia', 'Malawi', 'Mexiko', 'Namibia', 'Pakistan', 'Peru', 'Polen', 'Republik Moldau', 'Ruanda', 'Rumänien', 'Sambia', 'Sierra Leone', 'Simbabwe', 'Slowakei', 'Sri Lanka', 'Syrien', 'Tansania', 'Togo', 'Tschechische Republik', 'Türkei', 'Uganda', 'Ukraine', 'Ungarn', 'Vietnam']","Der Stiftung der Deutschen Lions (SDL), Wiesbaden, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,https://stiftung.lions.de
Stiftung Deutsche Krebshilfe,"Ziel der Stiftung Deutsche Krebshilfe ist es, Krebskrankheiten zu erforschen und die Behandlung Krebskranker zu verbessern. Die Stiftung bürgerlichen Rechts wurde im Dezember 2014 als …",https://www.dzi.de/organisation/stiftung-deutsche-krebshilfe/,"['Bildung', 'Forschung', 'Gesundheitshilfe', 'Kampagnen-', 'Bildungs- und Aufklärungsarbeit']",['Deutschland'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.krebshilfe.de
Stiftung Deutsche Schlaganfall-Hilfe,Die Stiftung Deutsche Schlaganfall-Hilfe versteht sich als primäre Ansprechpartnerin auf dem Gebiet der Gefäßerkrankungen mit dem Schwerpunkt Schlaganfall. Die Stiftung widmet sich mit der bundesweiten …,https://www.dzi.de/organisation/stiftung-deutsche-schlaganfall-hilfe/,"['Bildungs- und Kampagnenarbeit', 'Forschung', 'Gesundheitshilfe']",['Deutschland'],"Der Stiftung Deutsche Schlaganfall-Hilfe, Gütersloh, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.schlaganfall-hilfe.de
Stiftung Humor Hilft Heilen gemeinnützige Gesellschaft mit beschränkter Haftung,Die Gesellschaft führt sogenannte Clownvisiten in Krankenhäusern durch und stellt die Bedeutung des Lachens als Teil medizinischer und therapeutischer Behandlungen heraus. Darüber hinaus unterstützt die …,https://www.dzi.de/organisation/stiftung-humor-hilft-heilen-ggmbh/,"['Bildung', 'Gesundheitshilfe']",['Deutschland'],Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.humorhilftheilen.de
Stiftung KinderHerz Deutschland gGmbH,,https://www.dzi.de/organisation/stiftung-kinderherz-deutschland-ggmbh/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Oktober 2020, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spenderinnen und Spendern konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.stiftung-kinderherz.de
